Справочник БИК;;;;;;;;;;
Актуально на 28.05.2023. Всего записей — 1397.;;;;;;;;;;
Подготовлено сайтом bik10.ru;;;;;;;;;;
Справочник БИК онлайн;;;;;;;;;;
БИК;Регион;Почтовый индекс;Город;Адрес;Наименование;Телефон;Корреспондентский счет;Регистрационный номер;Тип организации;Дата внесения
045805001;58;180000;Псков;Октябрьский пр-т, 8;ОТДЕЛЕНИЕ ПСКОВ БАНКА РОССИИ;(8112)694806,694803;;;Отделение (НБ), не ведущее баланс;1994-01-20
043510001;35;295011;Симферополь;ул Сергеева-Ценского, 12/4;ОТДЕЛЕНИЕ РЕСПУБЛИКА КРЫМ БАНКА РОССИИ;(0652)550205;;;Отделение (НБ), не ведущее баланс;2014-04-07
046015001;60;344006;Ростов-на-Дону;пр-т Соколова, 22 А;ОТДЕЛЕНИЕ РОСТОВ-НА-ДОНУ БАНКА РОССИИ;(863)2639370,2637154;;;Отделение (НБ), не ведущее баланс;1994-01-20
046126001;61;390000;Рязань;ул Соборная, 20;ОТДЕЛЕНИЕ РЯЗАНЬ БАНКА РОССИИ;(4912)295702,295658;;;Отделение (НБ), не ведущее баланс;1994-01-20
043601001;36;443010;Самара;Волжский пр-т, 3;ОТДЕЛЕНИЕ САМАРА БАНКА РОССИИ;(846)3396591,3320349;;;Отделение (НБ), не ведущее баланс;1994-01-20
046311001;63;410029;Саратов;ул Советская, 2;ОТДЕЛЕНИЕ САРАТОВ БАНКА РОССИИ;(8452)278810,742218;;;Отделение (НБ), не ведущее баланс;1994-01-20
046711001;67;299001;Севастополь;ул Михаила Дзигунского, 1/3;ОТДЕЛЕНИЕ СЕВАСТОПОЛЬ БАНКА РОССИИ;(8692)530619;;;Отделение (НБ), не ведущее баланс;2014-04-07
046614001;66;214000;Смоленск;ул Б. Советская, 41/18;ОТДЕЛЕНИЕ СМОЛЕНСК БАНКА РОССИИ;(4812)386375,385041;;;Отделение (НБ), не ведущее баланс;1994-01-20
040702001;07;355035;Ставрополь;ул Ленина, 286;ОТДЕЛЕНИЕ СТАВРОПОЛЬ БАНКА РОССИИ;(8652)224803,224804;;;Отделение (НБ), не ведущее баланс;1994-01-20
046850001;68;392000;Тамбов;ул Октябрьская, 7;ОТДЕЛЕНИЕ ТАМБОВ БАНКА РОССИИ;(4752)793001,793070;;;Отделение (НБ), не ведущее баланс;1994-01-20
042809001;28;170100;Тверь;ул Советская, 13;ОТДЕЛЕНИЕ ТВЕРЬ БАНКА РОССИИ;(4822)332590,332562;;;Отделение (НБ), не ведущее баланс;1994-01-20
046902001;69;634041;Томск;Комсомольский пр-т, 68;ОТДЕЛЕНИЕ ТОМСК БАНКА РОССИИ;(3822)522280,522282;;;Отделение (НБ), не ведущее баланс;1994-01-20
047003001;70;300041;Тула;ул Советская, 88;ОТДЕЛЕНИЕ ТУЛА БАНКА РОССИИ;(4872)325807,312900;;;Отделение (НБ), не ведущее баланс;1994-01-20
047102001;71;625000;Тюмень;ул Володарского, 48;ОТДЕЛЕНИЕ ТЮМЕНЬ БАНКА РОССИИ;(3452)498200,497300;;;Отделение (НБ), не ведущее баланс;1994-01-20
040813001;08;680042;Хабаровск;ул Воронежская, 154;ОТДЕЛЕНИЕ ХАБАРОВСК БАНКА РОССИИ;(4212)783006,783066;;;Отделение (НБ), не ведущее баланс;1994-01-20
047501001;75;454000;Челябинск;пр-т Ленина, 58;ОТДЕЛЕНИЕ ЧЕЛЯБИНСК БАНКА РОССИИ;(351)2667099,2680762;;;Отделение (НБ), не ведущее баланс;1994-01-20
047601001;76;672000;Чита;ул Анохина, 74;ОТДЕЛЕНИЕ ЧИТА БАНКА РОССИИ;(3022)390375,390303;;;Отделение (НБ), не ведущее баланс;1994-01-20
046401001;64;693020;Южно-Сахалинск;Коммунистический пр-т, 47;ОТДЕЛЕНИЕ ЮЖНО-САХАЛИНСК БАНКА РОССИИ;(4242)781160,781155;;;Отделение (НБ), не ведущее баланс;1994-01-20
047888001;78;150000;Ярославль;ул Комсомольская, 7;ОТДЕЛЕНИЕ ЯРОСЛАВЛЬ БАНКА РОССИИ;(4852)790350,790250;;;Отделение (НБ), не ведущее баланс;1994-01-20
048327001;83;360000;Нальчик;ул Головко, 2;ОТДЕЛЕНИЕ-НБ КАБАРДИНО-БАЛКАРСКАЯ РЕСПУБЛИКА БАНКА РОССИИ;(8662)492410,492411;;;Отделение (НБ), не ведущее баланс;1994-01-20
049133001;91;369000;Черкесск;ул Пушкинская, 84;ОТДЕЛЕНИЕ-НБ КАРАЧАЕВО-ЧЕРКЕССКАЯ РЕСПУБЛИКА БАНКА РОССИИ;(8782)291170,291172;;;Отделение (НБ), не ведущее баланс;1994-01-20
049033001;90;362040;Владикавказ;ул Куйбышева, 4;ОТДЕЛЕНИЕ-НБ РЕСП. СЕВЕРНАЯ ОСЕТИЯ-АЛАНИЯ БАНКА РОССИИ;(8672)591048,591070;;;Отделение (НБ), не ведущее баланс;1994-01-20
047908001;79;385000;Майкоп;ул Ленина, 61;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА АДЫГЕЯ БАНКА РОССИИ;(8772)523611,526354;;;Отделение (НБ), не ведущее баланс;1994-01-20
048405001;84;649000;Горно-Алтайск;ул Чорос-Гуркина, 21;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА АЛТАЙ БАНКА РОССИИ;(38822)25342,22379;;;Отделение (НБ), не ведущее баланс;1994-01-20
048073001;80;450008;Уфа;ул Театральная, 3;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА БАШКОРТОСТАН БАНКА РОССИИ;(347)2796518,2796514;;;Отделение (НБ), не ведущее баланс;1994-01-20
042618001;26;386001;Магас;ул А.Горчханова, 1;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА ИНГУШЕТИЯ БАНКА РОССИИ;(8734)551884;;;Отделение (НБ), не ведущее баланс;1994-01-20
048580001;85;358000;Элиста;ул Нейман, 3;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА КАЛМЫКИЯ БАНКА РОССИИ;(84722)40910,40047,40986;;;Отделение (НБ), не ведущее баланс;1994-01-20
048602001;86;185910;Петрозаводск;ул Германа Титова, 10;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА КАРЕЛИЯ БАНКА РОССИИ;(8142)719161,719175;;;Отделение (НБ), не ведущее баланс;1994-01-20
048702001;87;167000;Сыктывкар;ул Ленина, 53;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА КОМИ БАНКА РОССИИ;(8212)280126,280079;;;Отделение (НБ), не ведущее баланс;1994-01-20
048860001;88;424000;Йошкар-Ола;ул Палантая, 67;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА МАРИЙ ЭЛ БАНКА РОССИИ;(8362)681506,681487;;;Отделение (НБ), не ведущее баланс;1994-01-20
048952001;89;430005;Саранск;ул. Коммунистическая, 32Б;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА МОРДОВИЯ БАНКА РОССИИ;(8342)290008,290009;;;Отделение (НБ), не ведущее баланс;1994-01-20
049805001;98;677027;Якутск;ул Кирова, 17;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА САХА (ЯКУТИЯ) БАНКА РОССИИ;(4112)392943,392933;;;Отделение (НБ), не ведущее баланс;1994-01-20
049205001;92;420013;Казань;ул Баумана, 37;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА ТАТАРСТАН БАНКА РОССИИ;(843)2350481,2350482;;;Отделение (НБ), не ведущее баланс;1994-01-20
049304001;93;667000;Кызыл;ул Ленина, 23;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА ТЫВА БАНКА РОССИИ;(39422)93003;;;Отделение (НБ), не ведущее баланс;1994-01-20
049514001;95;655017;Абакан;ул. Советская, 26, стр. 1;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА ХАКАСИЯ БАНКА РОССИИ;(3902)222665,292070;;;Отделение (НБ), не ведущее баланс;1994-01-20
049401001;94;426008;Ижевск;ул Красноармейская, 159;ОТДЕЛЕНИЕ-НБ УДМУРТСКАЯ РЕСПУБЛИКА БАНКА РОССИИ;(3412)484000;;;Отделение (НБ), не ведущее баланс;1994-01-20
049690001;96;364020;Грозный;Старопромысловское ш, 5;ОТДЕЛЕНИЕ-НБ ЧЕЧЕНСКАЯ РЕСПУБЛИКА БАНКА РОССИИ;(8712)225821;;;Отделение (НБ), не ведущее баланс;2011-07-01
049706001;97;428032;Чебоксары;ул Карла Маркса, 25;ОТДЕЛЕНИЕ-НБ ЧУВАШСКАЯ РЕСПУБЛИКА БАНКА РОССИИ;(8352)391294,391119;;;Отделение (НБ), не ведущее баланс;1994-01-20
043735001;37;640002;Курган;улица Климова, строение 58;ОТДЕЛЕНИЕ КУРГАН БАНКА РОССИИ;(3522)495102,495065;;;Отделение (НБ), не ведущее баланс;1994-01-20
045354001;53;460000;Оренбург;улица Ленинская, здание № 28;ОТДЕЛЕНИЕ ОРЕНБУРГ БАНКА РОССИИ;(3532)798504,798111;;;Отделение (НБ), не ведущее баланс;1994-01-20
048142001;81;670042;Улан-Удэ;проспект Строителей, здание 7;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА БУРЯТИЯ БАНКА РОССИИ;(3012)281240,281241;;;Отделение (НБ), не ведущее баланс;1994-01-20
048209001;82;367000;Махачкала;улица Буйнакского, здание 1;ОТДЕЛЕНИЕ-НБ РЕСПУБЛИКА ДАГЕСТАН БАНКА РОССИИ;(8722)672574;;;Отделение (НБ), не ведущее баланс;1994-01-20
047475001;74;273003;Херсон;ул. Перекопская, 5;ОТДЕЛЕНИЕ ХЕРСОН БАНКА РОССИИ;;;;Отделение (НБ), не ведущее баланс;2022-12-07
043469001;34;156000;Кострома;ул. Князева, д. 5, корпус 1;ОТДЕЛЕНИЕ КОСТРОМА БАНКА РОССИИ;(4942)390226,390268;;;Отделение (НБ), не ведущее баланс;1994-01-20
040407001;04;660049;Красноярск;ул. Дубровинского, зд. 70;ОТДЕЛЕНИЕ КРАСНОЯРСК БАНКА РОССИИ;(391)2273827;;;Отделение (НБ), не ведущее баланс;1994-01-20
042157001;21;283015;Донецк;пр-т Мира, 8А;ОТДЕЛЕНИЕ ДОНЕЦК БАНКА РОССИИ;;;;Отделение (НБ), не ведущее баланс;2022-12-07
042368001;23;272312;Мелитополь;ул. Карла Маркса, 14;ОТДЕЛЕНИЕ ЗАПОРОЖЬЕ БАНКА РОССИИ;;;;Отделение (НБ), не ведущее баланс;2022-12-07
047308001;73;432011;Ульяновск;ул Красноармейская, 2;ОТДЕЛЕНИЕ УЛЬЯНОВСК БАНКА РОССИИ;(8422)410236,492271;;;Отделение (НБ), не ведущее баланс;1994-01-20
044106001;41;195273;Санкт-Петербург;Шафировский пр-т, 4;ОТДЕЛЕНИЕ ЛЕНИНГРАДСКОЕ БАНКА РОССИИ;(812)3262752;;;Отделение (НБ), не ведущее баланс;1994-01-20
044371001;43;291001;Луганск;ул. Шевченко Т. Г., д. 1;ОТДЕЛЕНИЕ ЛУГАНСК БАНКА РОССИИ;;;;Отделение (НБ), не ведущее баланс;2022-12-07
044501002;45;107016;Москва 701;ул Неглинная, 12;ОПЕРАЦИОННЫЙ ДЕПАРТАМЕНТ БАНКА РОССИИ;(495)6210410;;;Структурное подразделение ЦА БР;1996-11-28
044587002;45;107016;Москва;ул Неглинная, 12;Д-Т ПОЛЕВЫХ УЧРЕЖДЕНИЙ БАНКА РОССИИ;;;;Структурное подразделение ЦА БР;1994-01-20
044566002;45;107016;Москва 701;ул Неглинная, 12;Д-Т НАЛ. ДЕН. ОБРАЩЕНИЯ БАНКА РОССИИ;;;;Структурное подразделение ЦА БР;1994-01-20
044536002;45;107016;Москва 701;ул Неглинная, 12;ФИНАНСОВЫЙ Д-Т БАНКА РОССИИ;;;;Структурное подразделение ЦА БР;1994-01-20
044537002;45;107016;Москва 701;ул Неглинная, 12;Д-Т БУХУЧЕТА И ОТЧЕТНОСТИ БАНКА РОССИИ;;;;Структурное подразделение ЦА БР;1994-01-20
041280103;12;414056;Астрахань;ул Латышева, 6 Г;УФК по Астраханской области;;40116810100000010010;;;2010-06-08
049626100;96;364020;Грозный;ул Дэги Имрановича Багаева, 15;УФК по Чеченской Республике;;40116810096260010001;;;2011-06-29
042299100;22;603082;Нижний Новгород;Кремль, к 1 а;УФК по Нижегородской области;;40116810000000010002;;;2010-12-24
041122101;11;163000;Архангельск;ул Карла Либкнехта, 2;УФК по Архангельской области и Ненецкому автономному округу;;40116810300000010001;;;2011-03-09
